HTTrack3.49-2 launched on Thu, 13 Nov 2025 00:29:02 at https://teqd.zkey.cc/ +https://teqd.zkey.cc/* -https://teqd.zkey.cc/*/login* -https://teqd.zkey.cc/*/data/* -https://teqd.zkey.cc/*/api/* -https://teqd.zkey.cc/*/admin/* -https://teqd.zkey.cc/*/user/* -https://teqd.zkey.cc/*/download/* -https://teqd.zkey.cc/*/auth* -https://teqd.zkey.cc/*/session*
(httrack https://teqd.zkey.cc/ -O "/Users/yesmola/Documents/2025 Paper /Machine Learning/1118Revised/Mirror/output/teqd_mirror" -d -%c1 -c2 -%k -T30 -R3 -A51200 -%! -F "Mozilla/5.0 (Research Mirror Tool)" +https://teqd.zkey.cc/* -https://teqd.zkey.cc/*/login* -https://teqd.zkey.cc/*/data/* -https://teqd.zkey.cc/*/api/* -https://teqd.zkey.cc/*/admin/* -https://teqd.zkey.cc/*/user/* -https://teqd.zkey.cc/*/download/* -https://teqd.zkey.cc/*/auth* -https://teqd.zkey.cc/*/session* )

Information, Warnings and Errors reported for this mirror:
note:	the hts-log.txt file, and hts-cache folder, may contain sensitive information,
	such as username/password authentication for websites mirrored in this project
	do not share these files/folders if you want these information to remain private

00:29:02	Warning: 	* security warning: !!! BYPASSING SECURITY LIMITS - MONITOR THIS SESSION WITH EXTREME CARE !!!
04:19:17	Warning: 	Retry after error -4 (No data (connection closed)) at link cderc.zkey.cc/images/icon/premium-text1.png (from https://cderc.zkey.cc/)
04:19:18	Warning: 	Moved Permanently for cderc.zkey.cc/robots.txt
04:19:18	Warning: 	File has moved from cderc.zkey.cc/robots.txt to https://cderc.zkey.cc:443/robots.txt
04:19:18	Warning: 	Retry after error -4 (No data (connection closed)) at link cderc.zkey.cc/_nuxt/fonts/iconfont.bb023c9.woff2 (from https://cderc.zkey.cc/)
04:19:19	Warning: 	Retry after error -4 (No data (connection closed)) at link cderc.zkey.cc/_nuxt/fonts/iconfont.afe4220.woff (from https://cderc.zkey.cc/)
04:19:19	Warning: 	Retry after error -4 (No data (connection closed)) at link cderc.zkey.cc/_nuxt/fonts/iconfont.ef2ef5f.ttf (from https://cderc.zkey.cc/)
04:19:20	Warning: 	Retry after error -5 (error:00000005:lib(0)::reason(5)) at link https://oss.zkey.cc/base/user/61dd53690962b01d693fa0dc/pub/625fda3ee4b089cd1cd1e48c.png (from https://cderc.zkey.cc/)
04:19:20	Warning: 	Retry after error -2 (Receive Time Out) at link cderc.zkey.cc/_nuxt/d127343.js (from https://cderc.zkey.cc/)
04:19:21	Warning: 	Retry after error -2 (Receive Time Out) at link cderc.zkey.cc/_nuxt/8b3f6e3.js (from https://cderc.zkey.cc/)
04:19:22	Warning: 	Retry after error -2 (Receive Time Out) at link cderc.zkey.cc/_nuxt/991d0ed.js (from https://cderc.zkey.cc/)
04:19:23	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://casmdata.zkey.cc/ (from https://www.zkey.cc/case)
04:19:27	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://users.zkey.cc/robots.txt (from https://csde.zkey.cc/)
04:19:27	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://users.zkey.cc/api/Login/GetCookie (from https://csde.zkey.cc/)
04:19:27	Warning: 	Retry after error -4 (No data (connection closed)) at link https://csde.zkey.cc/include/header.html (from https://csde.zkey.cc/)
04:19:28	Warning: 	Retry after error 502 (Bad Gateway) at link https://njtu_alumni.zkey.cc/ (from https://www.zkey.cc/case)
04:19:28	Warning: 	Retry after error 502 (Bad Gateway) at link https://njtuxq.zkey.cc/ (from https://www.zkey.cc/case)
04:24:31	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://csudata.zkey.cc/ (from https://www.zkey.cc/case)
04:29:20	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://ceeqda.zkey.cc/ (from https://www.zkey.cc/case)
04:29:20	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://career-cau.zkey.cc/ (from https://www.zkey.cc/case)
04:29:20	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://bysdc.zkey.cc/ (from https://www.zkey.cc/case)
04:34:07	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://iehs.zkey.cc/include/iehs.zkey.cc/images/point.png (from https://iice.zkey.cc/)
04:34:07	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://iehs.zkey.cc/include/iehs.zkey.cc/images/searchBG.png (from https://iice.zkey.cc/)
04:34:07	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://iehs.zkey.cc/include/iehs.zkey.cc/images/FindingsBG.png (from https://iice.zkey.cc/)
04:34:07	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://zjw.zkey.cc/ (from https://www.zkey.cc/case)
04:34:08	Warning: 	Retry after error 502 (Bad Gateway) at link https://cyjslg.zkey.cc/ (from https://www.zkey.cc/case)
04:34:08	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://iehs.zkey.cc/ (from https://www.zkey.cc/case)
04:34:08	Warning: 	Retry after error 502 (Bad Gateway) at link https://dcrcgh.zkey.cc/ (from https://www.zkey.cc/case)
04:39:24	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://tjbys.zkey.cc/ (from https://www.zkey.cc/case)
04:39:24	Warning: 	Retry after error -4 (No data (connection closed)) at link hdxa.zkey.cc/ (from https://www.zkey.cc/case)
04:39:25	Warning: 	Retry after error -4 (No data (connection closed)) at link sjsjsgl.zkey.cc/ (from https://www.zkey.cc/case)
04:39:58	Warning: 	Retry after error 502 (Bad Gateway) at link https://cysy.zkey.cc/ (from https://www.zkey.cc/case)
04:45:08	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://gdjydsj.zkey.cc/ (from https://www.zkey.cc/case)
04:45:08	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://bysddata.zkey.cc/ (from https://www.zkey.cc/case)
04:45:08	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://baicun2.zkey.cc/ (from https://www.zkey.cc/case)
04:45:20	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/News (from https://www.zkey.cc/)
04:45:21	Warning: 	Moved Permanently for cpdrc.zkey.cc/_nuxt/6bac528.js
04:45:21	Warning: 	Redirected link is identical because of 'URL Hack' option: cpdrc.zkey.cc/_nuxt/6bac528.js and https://cpdrc.zkey.cc/_nuxt/6bac528.js
04:45:21	Warning: 	Warning moved treated for cpdrc.zkey.cc/_nuxt/6bac528.js (real one is https://cpdrc.zkey.cc/_nuxt/6bac528.js)
04:45:21	Warning: 	Retry after error 500 () at link https://www.zkey.cc/images/bg1.jpg (from https://www.zkey.cc/css/index1.css)
04:45:21	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/images/bdBlue.png (from https://www.zkey.cc/css/index1.css)
04:45:54	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/images/bg_about.png (from https://www.zkey.cc/css/index1.css)
04:45:55	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/images/BDXM.png (from https://www.zkey.cc/css/index1.css)
04:46:29	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/css/loading-1.gif (from https://www.zkey.cc/css/layer.css)
04:46:30	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/css/icon.png (from https://www.zkey.cc/css/layer.css)
04:47:04	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/css/loading-0.gif (from https://www.zkey.cc/css/layer.css)
04:47:05	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/css/loading-2.gif (from https://www.zkey.cc/css/layer.css)
04:47:39	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/css/icon-ext.png (from https://www.zkey.cc/css/layer.css)
04:47:40	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/node_modules/._bootstrap@3.3.7@bootstrap/dist/fonts/glyphicons-halflings-regular.eot (from https://www.zkey.cc/css/bootstrap.min.css)
04:48:14	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/node_modules/._bootstrap@3.3.7@bootstrap/dist/fonts/glyphicons-halflings-regular.eot? (from https://www.zkey.cc/css/bootstrap.min.css)
04:48:15	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/node_modules/._bootstrap@3.3.7@bootstrap/dist/fonts/glyphicons-halflings-regular.woff2 (from https://www.zkey.cc/css/bootstrap.min.css)
04:48:49	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/node_modules/._bootstrap@3.3.7@bootstrap/dist/fonts/glyphicons-halflings-regular.woff (from https://www.zkey.cc/css/bootstrap.min.css)
04:48:50	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/node_modules/._bootstrap@3.3.7@bootstrap/dist/fonts/glyphicons-halflings-regular.ttf (from https://www.zkey.cc/css/bootstrap.min.css)
04:49:24	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/node_modules/._bootstrap@3.3.7@bootstrap/dist/fonts/glyphicons-halflings-regular.svg (from https://www.zkey.cc/css/bootstrap.min.css)
04:49:25	Warning: 	Retry after error 500 () at link https://www.zkey.cc/platform/images/left.png (from https://www.zkey.cc/platform/)
04:49:25	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/platform/images/right.png (from https://www.zkey.cc/platform/)
04:54:33	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://project.zkey.cc/ (from https://www.zkey.cc/)
04:54:33	Error: 	"No data (connection closed)" (-4) after 3 retries at link caucy.zkey.cc/ (from https://www.zkey.cc/)
04:54:33	Error: 	"No data (connection closed)" (-4) after 3 retries at link fjedu.zkey.cc/ (from https://www.zkey.cc/)
04:54:33	Error: 	"No data (connection closed)" (-4) after 3 retries at link cyfgdj.zkey.cc/ (from https://www.zkey.cc/)
04:54:33	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://tshdata.zkey.cc/ (from https://www.zkey.cc/case)
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/font/svg-iconfont.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/font/svg-iconfont.js to https://nesc.zkey.cc:443/font/svg-iconfont.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/9b95297.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/9b95297.js to https://nesc.zkey.cc:443/_nuxt/9b95297.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/0619d9a.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/0619d9a.js to https://nesc.zkey.cc:443/_nuxt/0619d9a.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/991d0ed.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/991d0ed.js to https://nesc.zkey.cc:443/_nuxt/991d0ed.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/97be217.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/97be217.js to https://nesc.zkey.cc:443/_nuxt/97be217.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/251a49b.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/251a49b.js to https://nesc.zkey.cc:443/_nuxt/251a49b.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/f9835ae.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/f9835ae.js to https://nesc.zkey.cc:443/_nuxt/f9835ae.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/6cf10c8.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/6cf10c8.js to https://nesc.zkey.cc:443/_nuxt/6cf10c8.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/4e402e5.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/4e402e5.js to https://nesc.zkey.cc:443/_nuxt/4e402e5.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/1dd1883.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/1dd1883.js to https://nesc.zkey.cc:443/_nuxt/1dd1883.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/2fdb9c8.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/2fdb9c8.js to https://nesc.zkey.cc:443/_nuxt/2fdb9c8.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/f4386dc.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/f4386dc.js to https://nesc.zkey.cc:443/_nuxt/f4386dc.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/0b01296.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/0b01296.js to https://nesc.zkey.cc:443/_nuxt/0b01296.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/5dcd975.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/5dcd975.js to https://nesc.zkey.cc:443/_nuxt/5dcd975.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/8852883.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/8852883.js to https://nesc.zkey.cc:443/_nuxt/8852883.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/d6a6314.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/d6a6314.js to https://nesc.zkey.cc:443/_nuxt/d6a6314.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/6bac528.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/6bac528.js to https://nesc.zkey.cc:443/_nuxt/6bac528.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/0a1c18c.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/0a1c18c.js to https://nesc.zkey.cc:443/_nuxt/0a1c18c.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/b921d0e.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/b921d0e.js to https://nesc.zkey.cc:443/_nuxt/b921d0e.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/4ad42db.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/4ad42db.js to https://nesc.zkey.cc:443/_nuxt/4ad42db.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/a25f59d.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/a25f59d.js to https://nesc.zkey.cc:443/_nuxt/a25f59d.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/812ebf0.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/812ebf0.js to https://nesc.zkey.cc:443/_nuxt/812ebf0.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/8fe10d6.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/8fe10d6.js to https://nesc.zkey.cc:443/_nuxt/8fe10d6.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/da2b46f.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/da2b46f.js to https://nesc.zkey.cc:443/_nuxt/da2b46f.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/49cc41b.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/49cc41b.js to https://nesc.zkey.cc:443/_nuxt/49cc41b.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/9952fd3.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/9952fd3.js to https://nesc.zkey.cc:443/_nuxt/9952fd3.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/cab8c61.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/cab8c61.js to https://nesc.zkey.cc:443/_nuxt/cab8c61.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/b240493.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/b240493.js to https://nesc.zkey.cc:443/_nuxt/b240493.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/995b742.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/995b742.js to https://nesc.zkey.cc:443/_nuxt/995b742.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/bd10e14.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/bd10e14.js to https://nesc.zkey.cc:443/_nuxt/bd10e14.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/bf702a9.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/bf702a9.js to https://nesc.zkey.cc:443/_nuxt/bf702a9.js
04:54:33	Warning: 	Moved Permanently for nesc.zkey.cc/_nuxt/f8a15f9.js
04:54:33	Warning: 	File has moved from nesc.zkey.cc/_nuxt/f8a15f9.js to https://nesc.zkey.cc:443/_nuxt/f8a15f9.js
04:54:33	Warning: 	Moved Permanently for cderc.zkey.cc/images/icon/premium-text.png
04:54:33	Warning: 	File has moved from cderc.zkey.cc/images/icon/premium-text.png to https://cderc.zkey.cc:443/images/icon/premium-text.png
04:54:33	Warning: 	Moved Permanently for cderc.zkey.cc/images/icon/premium-text1.png
04:54:33	Warning: 	File has moved from cderc.zkey.cc/images/icon/premium-text1.png to https://cderc.zkey.cc:443/images/icon/premium-text1.png
04:54:33	Warning: 	Moved Permanently for cderc.zkey.cc/_nuxt/fonts/iconfont.bb023c9.woff2
04:54:33	Warning: 	File has moved from cderc.zkey.cc/_nuxt/fonts/iconfont.bb023c9.woff2 to https://cderc.zkey.cc:443/_nuxt/fonts/iconfont.bb023c9.woff2
04:54:33	Warning: 	Moved Permanently for cderc.zkey.cc/_nuxt/fonts/iconfont.afe4220.woff
04:54:33	Warning: 	File has moved from cderc.zkey.cc/_nuxt/fonts/iconfont.afe4220.woff to https://cderc.zkey.cc:443/_nuxt/fonts/iconfont.afe4220.woff
04:54:33	Warning: 	Moved Permanently for cderc.zkey.cc/_nuxt/fonts/iconfont.ef2ef5f.ttf
04:54:33	Warning: 	File has moved from cderc.zkey.cc/_nuxt/fonts/iconfont.ef2ef5f.ttf to https://cderc.zkey.cc:443/_nuxt/fonts/iconfont.ef2ef5f.ttf
04:54:33	Warning: 	Moved Permanently for cderc.zkey.cc/_nuxt/d127343.js
04:54:33	Warning: 	File has moved from cderc.zkey.cc/_nuxt/d127343.js to https://cderc.zkey.cc:443/_nuxt/d127343.js
04:54:33	Warning: 	Moved Permanently for cderc.zkey.cc/_nuxt/8b3f6e3.js
04:54:33	Warning: 	File has moved from cderc.zkey.cc/_nuxt/8b3f6e3.js to https://cderc.zkey.cc:443/_nuxt/8b3f6e3.js
04:54:33	Warning: 	Moved Permanently for cderc.zkey.cc/_nuxt/991d0ed.js
04:54:33	Warning: 	File has moved from cderc.zkey.cc/_nuxt/991d0ed.js to https://cderc.zkey.cc:443/_nuxt/991d0ed.js
04:54:33	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://casmdata.zkey.cc/ (from https://www.zkey.cc/case)
04:54:33	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://users.zkey.cc/api/Login/GetCookie (from https://csde.zkey.cc/)
04:54:33	Warning: 	Retry after error -4 (No data (connection closed)) at link https://csde.zkey.cc/include/header.html (from https://csde.zkey.cc/)
04:54:34	Warning: 	Retry after error 502 (Bad Gateway) at link https://njtu_alumni.zkey.cc/ (from https://www.zkey.cc/case)
04:54:56	Warning: 	Retry after error 502 (Bad Gateway) at link https://njtuxq.zkey.cc/ (from https://www.zkey.cc/case)
04:55:19	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://csudata.zkey.cc/ (from https://www.zkey.cc/case)
04:55:21	Warning: 	Moved Permanently for buctstudent.zkey.cc/robots.txt
04:55:21	Warning: 	File has moved from buctstudent.zkey.cc/robots.txt to https://buctstudent.zkey.cc:443/robots.txt
04:55:21	Warning: 	Moved Permanently for buctstudent.zkey.cc/NewsBulletin/
04:55:21	Warning: 	File has moved from buctstudent.zkey.cc/NewsBulletin/ to https://buctstudent.zkey.cc:443/NewsBulletin/
04:55:21	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://ceeqda.zkey.cc/ (from https://www.zkey.cc/case)
04:55:21	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://career-cau.zkey.cc/ (from https://www.zkey.cc/case)
04:55:22	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://bysdc.zkey.cc/ (from https://www.zkey.cc/case)
04:55:23	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://iehs.zkey.cc/include/iehs.zkey.cc/images/point.png (from https://iice.zkey.cc/)
04:55:23	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://iehs.zkey.cc/include/iehs.zkey.cc/images/searchBG.png (from https://iice.zkey.cc/)
04:55:24	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://iehs.zkey.cc/include/iehs.zkey.cc/images/FindingsBG.png (from https://iice.zkey.cc/)
04:55:24	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://zjw.zkey.cc/ (from https://www.zkey.cc/case)
04:55:24	Warning: 	Retry after error 502 (Bad Gateway) at link https://cyjslg.zkey.cc/ (from https://www.zkey.cc/case)
04:55:36	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://iehs.zkey.cc/ (from https://www.zkey.cc/case)
04:55:36	Warning: 	Retry after error 502 (Bad Gateway) at link https://dcrcgh.zkey.cc/ (from https://www.zkey.cc/case)
04:57:03	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://tjbys.zkey.cc/ (from https://www.zkey.cc/case)
04:57:03	Warning: 	Retry after error -4 (No data (connection closed)) at link hdxa.zkey.cc/ (from https://www.zkey.cc/case)
04:57:04	Warning: 	Retry after error -4 (No data (connection closed)) at link sjsjsgl.zkey.cc/ (from https://www.zkey.cc/case)
04:57:34	Warning: 	File not parsed, looks like binary: https://cyadmin.zkey.cc/api/Account/GetImgCode?w=130&h=34
04:57:36	Warning: 	Retry after error 502 (Bad Gateway) at link https://cysy.zkey.cc/ (from https://www.zkey.cc/case)
04:57:36	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://gdjydsj.zkey.cc/ (from https://www.zkey.cc/case)
04:57:36	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://bysddata.zkey.cc/ (from https://www.zkey.cc/case)
04:57:37	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://baicun2.zkey.cc/ (from https://www.zkey.cc/case)
04:57:40	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/css/font/fontawesome-webfont.svg?v=4.5.0 (from https://www.zkey.cc/css/font-awesome.min.css)
04:57:43	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/News (from https://www.zkey.cc/)
04:57:43	Warning: 	Retry after error 500 () at link https://www.zkey.cc/images/bg1.jpg (from https://www.zkey.cc/css/index1.css)
04:57:43	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/images/bdBlue.png (from https://www.zkey.cc/css/index1.css)
04:57:43	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/images/bg_about.png (from https://www.zkey.cc/css/index1.css)
04:58:17	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/images/BDXM.png (from https://www.zkey.cc/css/index1.css)
04:58:18	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/css/loading-1.gif (from https://www.zkey.cc/css/layer.css)
04:58:18	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/css/icon.png (from https://www.zkey.cc/css/layer.css)
04:58:18	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/css/loading-0.gif (from https://www.zkey.cc/css/layer.css)
04:58:18	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/css/loading-2.gif (from https://www.zkey.cc/css/layer.css)
04:58:18	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/css/icon-ext.png (from https://www.zkey.cc/css/layer.css)
04:58:18	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/node_modules/._bootstrap@3.3.7@bootstrap/dist/fonts/glyphicons-halflings-regular.eot (from https://www.zkey.cc/css/bootstrap.min.css)
04:58:18	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/node_modules/._bootstrap@3.3.7@bootstrap/dist/fonts/glyphicons-halflings-regular.eot? (from https://www.zkey.cc/css/bootstrap.min.css)
04:58:18	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/node_modules/._bootstrap@3.3.7@bootstrap/dist/fonts/glyphicons-halflings-regular.woff2 (from https://www.zkey.cc/css/bootstrap.min.css)
04:58:18	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/node_modules/._bootstrap@3.3.7@bootstrap/dist/fonts/glyphicons-halflings-regular.woff (from https://www.zkey.cc/css/bootstrap.min.css)
04:58:18	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/node_modules/._bootstrap@3.3.7@bootstrap/dist/fonts/glyphicons-halflings-regular.ttf (from https://www.zkey.cc/css/bootstrap.min.css)
04:58:18	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/node_modules/._bootstrap@3.3.7@bootstrap/dist/fonts/glyphicons-halflings-regular.svg (from https://www.zkey.cc/css/bootstrap.min.css)
04:58:18	Error: 	"" (500) after 3 retries at link https://www.zkey.cc/platform/images/left.png (from https://www.zkey.cc/platform/)
04:58:18	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/platform/images/right.png (from https://www.zkey.cc/platform/)
04:58:18	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://tshdata.zkey.cc/ (from https://www.zkey.cc/case)
04:58:18	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://casmdata.zkey.cc/ (from https://www.zkey.cc/case)
04:58:18	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://users.zkey.cc/api/Login/GetCookie (from https://csde.zkey.cc/)
04:58:26	Error: 	"Bad Gateway" (502) after 3 retries at link https://njtu_alumni.zkey.cc/ (from https://www.zkey.cc/case)
04:58:26	Error: 	"Bad Gateway" (502) after 3 retries at link https://njtuxq.zkey.cc/ (from https://www.zkey.cc/case)
04:58:26	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://csudata.zkey.cc/ (from https://www.zkey.cc/case)
04:58:26	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://ceeqda.zkey.cc/ (from https://www.zkey.cc/case)
04:58:26	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://career-cau.zkey.cc/ (from https://www.zkey.cc/case)
